# Target Sample Rate: 400 Hz
time,gFx,gFy,gFz,TgF
0.981534896,0.0434,0.5446,0.7292,0.911
0.986127448,0.0488,0.5510,0.7380,0.922
0.991254739,0.0562,0.5593,0.7399,0.929
0.995134583,0.0591,0.5588,0.7434,0.932
1.000377239,0.0659,0.5612,0.7497,0.939
1.003735521,0.0840,0.5617,0.7595,0.948
1.006225885,0.0894,0.5627,0.7658,0.955
1.008957083,0.0928,0.5612,0.7732,0.960
1.013408281,0.1079,0.5578,0.7819,0.967
1.016092396,0.1069,0.5593,0.7863,0.971
1.020701094,0.1157,0.5558,0.7907,0.973
1.023742187,0.1157,0.5602,0.7932,0.978
1.028241406,0.1157,0.5578,0.8020,0.984
1.030919062,0.1182,0.5568,0.8074,0.988
1.036490885,0.1148,0.5544,0.8167,0.994
1.040626562,0.1128,0.5524,0.8284,1.002
1.044580156,0.1079,0.5534,0.8333,1.006
1.048266198,0.1035,0.5461,0.8435,1.010
1.05311651,0.0957,0.5495,0.8479,1.015
1.057883646,0.0938,0.5456,0.8465,1.011
1.061886094,0.0899,0.5441,0.8479,1.011
1.065494219,0.0776,0.5422,0.8553,1.016
1.070677448,0.0674,0.5334,0.8572,1.012
1.075310573,0.0581,0.5260,0.8601,1.010
1.078263021,0.0468,0.5206,0.8616,1.008
1.083362708,0.0439,0.5211,0.8616,1.008
1.088576823,0.0424,0.5167,0.8714,1.014
1.092990104,0.0444,0.5055,0.8733,1.010
1.099016719,0.0429,0.5109,0.8797,1.018
1.103513229,0.0375,0.5074,0.8767,1.014
1.107202969,0.0371,0.5079,0.8675,1.006
1.110201406,0.0366,0.5040,0.8728,1.009
1.114690885,0.0385,0.5016,0.8699,1.005
1.11946776,0.0263,0.4972,0.8577,0.992
1.124316406,0.0268,0.4962,0.8601,0.993
1.128702135,0.0234,0.4938,0.8640,0.995
1.132590833,0.0209,0.4879,0.8640,0.992
1.135240364,0.0244,0.4894,0.8626,0.992
1.139118125,0.0214,0.4752,0.8562,0.979
1.141808489,0.0234,0.4723,0.8577,0.979
1.144397656,0.0244,0.4718,0.8513,0.974
1.149057552,0.0288,0.4737,0.8474,0.971
1.152072135,0.0268,0.4698,0.8416,0.964
1.156782239,0.0244,0.4654,0.8338,0.955
1.160730104,0.0258,0.4645,0.8289,0.950
1.164544531,0.0258,0.4596,0.8196,0.940
1.16895875,0.0170,0.4630,0.8142,0.937
1.174166823,0.0204,0.4615,0.8142,0.936
1.178436458,0.0146,0.4640,0.8103,0.934
1.181630208,0.0092,0.4674,0.8093,0.935
1.186493698,-0.0030,0.4713,0.8133,0.940
1.191849844,-0.0152,0.4776,0.8113,0.942
1.197588489,-0.0172,0.4820,0.8142,0.946
1.200360729,-0.0250,0.4855,0.8123,0.947
1.203649114,-0.0396,0.4830,0.8264,0.958
1.208488958,-0.0474,0.4899,0.8264,0.962
1.213708333,-0.0484,0.4879,0.8299,0.964
1.218386146,-0.0494,0.4767,0.8274,0.956
1.222947864,-0.0558,0.4830,0.8343,0.966
1.226240416,-0.0602,0.4894,0.8294,0.965
1.231325104,-0.0621,0.4977,0.8303,0.970
1.235722135,-0.0690,0.5060,0.8279,0.973
1.240640677,-0.0631,0.4957,0.8284,0.967
1.245003333,-0.0592,0.4986,0.8245,0.965
1.248019271,-0.0592,0.5089,0.8176,0.965
1.251130885,-0.0573,0.5084,0.8108,0.959
1.2553575,-0.0528,0.5104,0.8030,0.953
1.258243489,-0.0504,0.5089,0.8006,0.950
1.260786458,-0.0528,0.5094,0.7971,0.947
1.265215833,-0.0460,0.5055,0.7917,0.940
1.267902135,-0.0382,0.5074,0.7912,0.941
1.270275052,-0.0347,0.5016,0.7873,0.934
1.27652526,-0.0250,0.4996,0.7854,0.931
1.281268541,-0.0079,0.4894,0.7888,0.928
1.284924531,-0.0005,0.4874,0.7941,0.932
